#string_protein_id | preferred_name | protein_size
9606.ENSP00000263934 | KIF1B | 1770
9606.ENSP00000263946 | PKP1 | 747
9606.ENSP00000263955 | STK17B | 372
9606.ENSP00000263956 | GTF3C3 | 886
9606.ENSP00000263960 | COQ10B | 238
9606.ENSP00000263966 | USP13 | 863
9606.ENSP00000263967 | PIK3CA | 1068
9606.ENSP00000263974 | TAF12 | 161
9606.ENSP00000263980 | SLC9A1 | 815
9606.ENSP00000263985 | GATB | 557
9606.ENSP00000263991 | EHBP1 | 1231
9606.ENSP00000263997 | SLC7A6OS | 309
9606.ENSP00000264001 | CKLF | 152
9606.ENSP00000264005 | LCAT | 440
9606.ENSP00000264012 | CDH3 | 829
9606.ENSP00000264020 | IFT46 | 355
9606.ENSP00000264025 | NECTIN1 | 517
9606.ENSP00000264027 | SC5D | 299
9606.ENSP00000264028 | ARCN1 | 511
9606.ENSP00000264029 | TREH | 583
9606.ENSP00000264031 | UPK2 | 184
9606.ENSP00000264033 | CBL | 906
9606.ENSP00000264036 | MCAM | 646
9606.ENSP00000264039 | GPC1 | 558
9606.ENSP00000264042 | FARP2 | 1054
9606.ENSP00000264047 | SLC5A7 | 580
9606.ENSP00000264051 | NGEF | 710
9606.ENSP00000264057 | DGKD | 1214
9606.ENSP00000264059 | EFHD1 | 239
9606.ENSP00000264065 | DNAJC10 | 793
9606.ENSP00000264071 | TUBB4A | 444
9606.ENSP00000264072 | FCER2 | 321
9606.ENSP00000264079 | MCOLN1 | 580
9606.ENSP00000264080 | GPR108 | 543
9606.ENSP00000264093 | DGUOK | 277
9606.ENSP00000264094 | LOXL3 | 753
9606.ENSP00000264108 | HAT1 | 419
9606.ENSP00000264110 | ATF2 | 505
9606.ENSP00000264144 | LAMC2 | 1193
9606.ENSP00000264151 | OSGEPL1 | 414
9606.ENSP00000264156 | MCM6 | 821
9606.ENSP00000264157 | CCNT2 | 730
9606.ENSP00000264159 | ZRANB3 | 1079
9606.ENSP00000264161 | DARS1 | 501
9606.ENSP00000264162 | LCT | 1927
9606.ENSP00000264167 | AGPS | 658
9606.ENSP00000264170 | KYNU | 465
9606.ENSP00000264183 | ARID4B | 1312
9606.ENSP00000264187 | NID1 | 1247
9606.ENSP00000264192 | CYTIP | 359
9606.ENSP00000264198 | MUL1 | 352
9606.ENSP00000264218 | NMU | 174
9606.ENSP00000264220 | PPAT | 517
9606.ENSP00000264228 | SRD5A3 | 318
9606.ENSP00000264229 | CRACD | 1233
9606.ENSP00000264230 | NOA1 | 698
9606.ENSP00000264231 | POPDC2 | 364
9606.ENSP00000264233 | POLQ | 2590
9606.ENSP00000264234 | UPK1B | 260
9606.ENSP00000264245 | ARHGAP31 | 1444
9606.ENSP00000264246 | CD80 | 288
9606.ENSP00000264249 | CHST10 | 356
9606.ENSP00000264254 | PDCL3 | 239
9606.ENSP00000264255 | TXNDC9 | 226
9606.ENSP00000264257 | IL1RL2 | 575
9606.ENSP00000264260 | IL18RAP | 599
9606.ENSP00000264263 | GFM1 | 770
9606.ENSP00000264265 | LXN | 222
9606.ENSP00000264276 | ALS2 | 1657
9606.ENSP00000264279 | NOP58 | 529
9606.ENSP00000264313 | SLAIN2 | 581
9606.ENSP00000264316 | TXK | 527
9606.ENSP00000264318 | GABRA4 | 554
9606.ENSP00000264331 | TOP2B | 1626
9606.ENSP00000264335 | YWHAE | 255
9606.ENSP00000264344 | FAM13A | 1023
9606.ENSP00000264346 | HERC6 | 1022
9606.ENSP00000264350 | HERC5 | 1024
9606.ENSP00000264360 | PCDH10 | 1040
9606.ENSP00000264363 | NDST4 | 872
9606.ENSP00000264376 | CRYGD | 174
9606.ENSP00000264377 | ADAM23 | 832
9606.ENSP00000264380 | PIKFYVE | 2098
9606.ENSP00000264381 | BCHE | 602
9606.ENSP00000264382 | SI | 1827
9606.ENSP00000264399 | PRKG2 | 762
9606.ENSP00000264400 | RASGEF1B | 473
9606.ENSP00000264409 | GPAT3 | 434
9606.ENSP00000264414 | CUL3 | 768
9606.ENSP00000264428 | GLRB | 497
9606.ENSP00000264431 | RAPGEF2 | 1499
9606.ENSP00000264433 | FNIP2 | 1114
9606.ENSP00000264434 | C2orf42 | 574
9606.ENSP00000264436 | ADD2 | 726
9606.ENSP00000264444 | MXD1 | 221
9606.ENSP00000264451 | SLC30A9 | 568
9606.ENSP00000264454 | SEC22C | 303
9606.ENSP00000264463 | CDH10 | 788
9606.ENSP00000264474 | CSTA | 98
9606.ENSP00000264498 | FGF2 | 288
9606.ENSP00000264499 | BBS7 | 715
9606.ENSP00000264501 | KIAA1109 | 5005
9606.ENSP00000264515 | RBBP5 | 538
9606.ENSP00000264538 | IFT57 | 429
9606.ENSP00000264552 | UBE2S | 222
9606.ENSP00000264553 | GZMM | 257
9606.ENSP00000264554 | SHC2 | 582
9606.ENSP00000264555 | PHRF1 | 1649
9606.ENSP00000264563 | IL11 | 199
9606.ENSP00000264595 | AGA | 346
9606.ENSP00000264596 | NEIL3 | 605
9606.ENSP00000264601 | RAB17 | 212
9606.ENSP00000264605 | MLPH | 600
9606.ENSP00000264606 | HDAC4 | 1084
9606.ENSP00000264607 | ASB1 | 335
9606.ENSP00000264613 | CP | 1065
9606.ENSP00000264634 | WNT5A | 380
9606.ENSP00000264637 | THRA | 490
9606.ENSP00000264638 | CNTNAP1 | 1384
9606.ENSP00000264639 | PSMD3 | 534
9606.ENSP00000264645 | CASC3 | 703
9606.ENSP00000264649 | ATP6V0A1 | 838
9606.ENSP00000264651 | KRT24 | 525
9606.ENSP00000264657 | STAT3 | 770
9606.ENSP00000264658 | FBXL20 | 436
9606.ENSP00000264661 | KCNH4 | 1017
9606.ENSP00000264663 | NNT | 1086
9606.ENSP00000264664 | FGF10 | 208
9606.ENSP00000264669 | FASTKD3 | 662
9606.ENSP00000264670 | NSUN2 | 767
9606.ENSP00000264674 | MECOM | 1116
9606.ENSP00000264689 | UFSP2 | 469
9606.ENSP00000264690 | KLKB1 | 638
9606.ENSP00000264703 | FNDC4 | 234
9606.ENSP00000264705 | CAD | 2225
9606.ENSP00000264709 | DNMT3A | 912
9606.ENSP00000264710 | RAB10 | 200
9606.ENSP00000264711 | DNAJC27 | 273
9606.ENSP00000264712 | KIF3C | 793
9606.ENSP00000264716 | FOSL2 | 326
9606.ENSP00000264717 | GCKR | 625
9606.ENSP00000264718 | GPN1 | 388
9606.ENSP00000264731 | TP63 | 680
9606.ENSP00000264734 | CLDN16 | 305
9606.ENSP00000264741 | ITGA9 | 1035
9606.ENSP00000264758 | ADD1 | 768
9606.ENSP00000264771 | TMEM175 | 504
9606.ENSP00000264773 | KCNN2 | 579
9606.ENSP00000264775 | PLPP1 | 285
9606.ENSP00000264784 | SLC2A9 | 540
9606.ENSP00000264808 | PRDM5 | 630
9606.ENSP00000264819 | MIER2 | 545
9606.ENSP00000264824 | LYL1 | 280
9606.ENSP00000264828 | COL5A3 | 1745
9606.ENSP00000264832 | ICAM1 | 532
9606.ENSP00000264833 | OLFM2 | 454
9606.ENSP00000264834 | KLF1 | 362
9606.ENSP00000264864 | PI4K2B | 481
9606.ENSP00000264866 | TBC1D19 | 526
9606.ENSP00000264867 | PPARGC1A | 798
9606.ENSP00000264870 | F13A1 | 732
9606.ENSP00000264883 | NUP54 | 507
9606.ENSP00000264896 | SCARB2 | 478
9606.ENSP00000264904 | USO1 | 973
9606.ENSP00000264908 | ANXA3 | 323
9606.ENSP00000264914 | ARSB | 533
9606.ENSP00000264917 | PDE8B | 885
9606.ENSP00000264926 | RAD18 | 495
9606.ENSP00000264930 | SLC12A7 | 1083
9606.ENSP00000264932 | SDHA | 664
9606.ENSP00000264933 | PDCD6 | 191
9606.ENSP00000264935 | CEP72 | 647
9606.ENSP00000264938 | SLC9A3 | 834
9606.ENSP00000264951 | XRN1 | 1706
9606.ENSP00000264952 | GRK7 | 553
9606.ENSP00000264954 | GRPEL1 | 217
9606.ENSP00000264956 | EVC | 992
9606.ENSP00000264968 | MGAT4A | 535
9606.ENSP00000264972 | ZAP70 | 619
9606.ENSP00000264977 | PPP2R3A | 1150
9606.ENSP00000264982 | CEP70 | 597
9606.ENSP00000264990 | ACAD11 | 780
9606.ENSP00000264993 | CDV3 | 258
9606.ENSP00000264995 | MRPL3 | 348
9606.ENSP00000265000 | GALNT7 | 657
9606.ENSP00000265007 | SOX30 | 753
9606.ENSP00000265016 | BST1 | 318
9606.ENSP00000265018 | FAM184B | 1060
9606.ENSP00000265022 | DGKG | 791
9606.ENSP00000265026 | MAP3K13 | 966
9606.ENSP00000265029 | FETUB | 382
9606.ENSP00000265036 | DEPDC1B | 529
9606.ENSP00000265038 | ERCC8 | 396
9606.ENSP00000265052 | MGLL | 313
9606.ENSP00000265056 | MCM2 | 904
9606.ENSP00000265062 | RAB7A | 207
9606.ENSP00000265068 | KIAA1257 | 409
9606.ENSP00000265069 | ZFR | 1074
9606.ENSP00000265070 | GOLPH3 | 298
9606.ENSP00000265071 | CDH6 | 790
9606.ENSP00000265073 | SUB1 | 127
9606.ENSP00000265074 | NPR3 | 541
9606.ENSP00000265077 | VCAN | 3396
9606.ENSP00000265080 | RASGRF2 | 1237
9606.ENSP00000265081 | MSH3 | 1137
9606.ENSP00000265085 | CPEB4 | 729
9606.ENSP00000265087 | STC2 | 302
9606.ENSP00000265094 | FBXW11 | 542
9606.ENSP00000265097 | THOC3 | 351
9606.ENSP00000265104 | DNAH5 | 4624
9606.ENSP00000265107 | WDR70 | 654
9606.ENSP00000265113 | SLC1A3 | 542
9606.ENSP00000265131 | TNC | 2201
9606.ENSP00000265132 | AMBP | 352
9606.ENSP00000265138 | ARRDC3 | 414
9606.ENSP00000265140 | SLF1 | 1058
9606.ENSP00000265148 | CENPE | 2701
9606.ENSP00000265162 | ENPEP | 957
9606.ENSP00000265164 | CASP6 | 293
9606.ENSP00000265165 | LEF1 | 399
9606.ENSP00000265171 | EGF | 1207
9606.ENSP00000265174 | PAPSS1 | 624
9606.ENSP00000265191 | NME5 | 212
9606.ENSP00000265195 | SIL1 | 461
9606.ENSP00000265224 | ANKRD7 | 254
9606.ENSP00000265239 | IQCG | 443
9606.ENSP00000265245 | LSG1 | 658
9606.ENSP00000265260 | PCNP | 178
9606.ENSP00000265271 | RBM27 | 1060
9606.ENSP00000265276 | GPAM | 828
9606.ENSP00000265295 | SPDL1 | 605
9606.ENSP00000265299 | MINDY4 | 757
9606.ENSP00000265310 | TRPV5 | 729
9606.ENSP00000265316 | ABCB6 | 842
9606.ENSP00000265322 | PECR | 303
9606.ENSP00000265334 | CDKL3 | 592
9606.ENSP00000265339 | UBE2B | 152
9606.ENSP00000265340 | PITX1 | 314
9606.ENSP00000265342 | FSTL4 | 842
9606.ENSP00000265343 | AFF4 | 1163
9606.ENSP00000265350 | MED20 | 212
9606.ENSP00000265351 | XPO5 | 1204
9606.ENSP00000265354 | SRF | 508
9606.ENSP00000265361 | SEMA3C | 751
9606.ENSP00000265362 | SEMA3A | 771
9606.ENSP00000265371 | NRP1 | 923
9606.ENSP00000265372 | CREM | 300
9606.ENSP00000265379 | COL6A5 | 2611
9606.ENSP00000265381 | APBA1 | 837
9606.ENSP00000265382 | PIP5K1B | 540
9606.ENSP00000265388 | TNPO3 | 923
9606.ENSP00000265395 | HIBADH | 336
9606.ENSP00000265403 | UGT2B10 | 528
9606.ENSP00000265404 | STAP1 | 295
9606.ENSP00000265421 | POLB | 335
9606.ENSP00000265431 | CALB1 | 261
9606.ENSP00000265433 | NBN | 754
9606.ENSP00000265437 | ST7 | 585
9606.ENSP00000265440 | TFEC | 347
9606.ENSP00000265441 | WNT2 | 360
9606.ENSP00000265459 | NRXN2 | 1712
9606.ENSP00000265462 | PRDX5 | 214
9606.ENSP00000265465 | POLA2 | 598
9606.ENSP00000265471 | B3GAT3 | 335
9606.ENSP00000265560 | USP4 | 963
9606.ENSP00000265562 | PTPN23 | 1636
9606.ENSP00000265563 | PRKAR2A | 404
9606.ENSP00000265564 | EXOSC7 | 291
9606.ENSP00000265565 | SCAP | 1279
9606.ENSP00000265593 | CLCN2 | 898
9606.ENSP00000265594 | MCCC1 | 725
9606.ENSP00000265598 | LAMP3 | 416
9606.ENSP00000265602 | AHI1 | 1196
9606.ENSP00000265605 | ALDH8A1 | 487
9606.ENSP00000265627 | PON3 | 354
9606.ENSP00000265634 | NPTX2 | 431
9606.ENSP00000265641 | CPT1A | 773
9606.ENSP00000265643 | GAL | 123
9606.ENSP00000265651 | FBXO3 | 471
9606.ENSP00000265686 | TCIRG1 | 830
9606.ENSP00000265689 | CHKA | 457
9606.ENSP00000265707 | ADAM18 | 739
9606.ENSP00000265708 | ADAM2 | 735
9606.ENSP00000265709 | ANK1 | 1897
9606.ENSP00000265713 | KAT6A | 2004
9606.ENSP00000265717 | PRKAR2B | 418
9606.ENSP00000265720 | DUS4L | 317
9606.ENSP00000265723 | ABCB4 | 1286
9606.ENSP00000265727 | ADAM22 | 906
9606.ENSP00000265728 | DBF4 | 674
9606.ENSP00000265729 | SRI | 198
9606.ENSP00000265732 | RBM48 | 367
9606.ENSP00000265734 | CDK6 | 326
9606.ENSP00000265742 | ANKIB1 | 1089
9606.ENSP00000265748 | ANLN | 1124
9606.ENSP00000265753 | EIF4H | 248
9606.ENSP00000265769 | ADAM28 | 775
9606.ENSP00000265806 | R3HCC1 | 440
9606.ENSP00000265807 | SH2D4A | 454
9606.ENSP00000265825 | FSCN3 | 498
9606.ENSP00000265827 | ZNF800 | 664
9606.ENSP00000265838 | ACAT1 | 427
9606.ENSP00000265840 | ELMOD1 | 334
9606.ENSP00000265843 | EXPH5 | 1989
9606.ENSP00000265849 | PMS2 | 862
9606.ENSP00000265857 | GET4 | 327
9606.ENSP00000265866 | HNRNPH3 | 346
9606.ENSP00000265872 | CCAR1 | 1150
9606.ENSP00000265896 | SQLE | 574
9606.ENSP00000265909 | SNX19 | 992
9606.ENSP00000265922 | BRINP1 | 761
9606.ENSP00000265960 | MAPKAP1 | 522
9606.ENSP00000265963 | GTF2H1 | 548
9606.ENSP00000265965 | SERGEF | 458
9606.ENSP00000265967 | HPS5 | 1129
9606.ENSP00000265969 | KCNC1 | 585
9606.ENSP00000265970 | PIK3C2A | 1686
9606.ENSP00000265978 | FAM160A2 | 986
9606.ENSP00000265981 | RNF141 | 230
9606.ENSP00000265983 | HPX | 462
9606.ENSP00000265986 | IDE | 1019
9606.ENSP00000265990 | BTAF1 | 1849
9606.ENSP00000265997 | CPEB3 | 698
9606.ENSP00000266000 | DAXX | 740
9606.ENSP00000266014 | GLT8D1 | 371
9606.ENSP00000266022 | RBM6 | 1123
9606.ENSP00000266025 | TMEM115 | 351
9606.ENSP00000266031 | HYAL1 | 435
9606.ENSP00000266037 | DOCK3 | 2030
9606.ENSP00000266041 | ITIH4 | 930
9606.ENSP00000266058 | SLIT1 | 1534
9606.ENSP00000266066 | SFRP5 | 317
9606.ENSP00000266068 | GMEB2 | 530
9606.ENSP00000266069 | GID8 | 228
9606.ENSP00000266070 | DIDO1 | 2240
9606.ENSP00000266077 | SLC2A4RG | 387
9606.ENSP00000266079 | PRPF6 | 941
9606.ENSP00000266085 | TIMP3 | 211
9606.ENSP00000266086 | SLC5A4 | 659
9606.ENSP00000266087 | FBXO7 | 522
9606.ENSP00000266088 | SLC5A1 | 664
9606.ENSP00000266126 | EIF2B2 | 351
9606.ENSP00000266254 | TTLL1 | 423
9606.ENSP00000266263 | MTFP1 | 166
9606.ENSP00000266269 | PATZ1 | 687
9606.ENSP00000266304 | TEF | 303
9606.ENSP00000266376 | CACNA1C | 2186
9606.ENSP00000266383 | B4GALNT3 | 998
9606.ENSP00000266395 | PDE6H | 83
9606.ENSP00000266397 | ERP27 | 273
9606.ENSP00000266483 | ALG10 | 473
9606.ENSP00000266503 | ARNTL2 | 636
9606.ENSP00000266505 | PLCZ1 | 608
9606.ENSP00000266529 | ZCRB1 | 217
9606.ENSP00000266534 | TMEM117 | 514
9606.ENSP00000266542 | C1RL | 487
9606.ENSP00000266544 | NDUFA9 | 377
9606.ENSP00000266546 | CLSTN3 | 956
9606.ENSP00000266551 | KLRG1 | 195
9606.ENSP00000266556 | TAPBPL | 468
9606.ENSP00000266557 | CD27 | 260
9606.ENSP00000266560 | RBP5 | 135
9606.ENSP00000266579 | SLC38A4 | 547
9606.ENSP00000266581 | AMIGO2 | 522
9606.ENSP00000266594 | ANP32D | 131
9606.ENSP00000266604 | LLPH | 129
9606.ENSP00000266643 | MARCHF9 | 346
9606.ENSP00000266646 | INHBE | 350
9606.ENSP00000266659 | GLIPR1 | 266
9606.ENSP00000266671 | PHLDA1 | 401
9606.ENSP00000266673 | TMEM19 | 336
9606.ENSP00000266674 | LGR5 | 907
9606.ENSP00000266679 | CPSF6 | 588
9606.ENSP00000266682 | SLC6A15 | 730
9606.ENSP00000266712 | TMTC3 | 914
9606.ENSP00000266718 | LUM | 338
9606.ENSP00000266719 | KERA | 352
9606.ENSP00000266732 | TMPO | 694
9606.ENSP00000266735 | SNRPF | 86
9606.ENSP00000266736 | AMDHD1 | 426
9606.ENSP00000266744 | ASCL1 | 236
9606.ENSP00000266771 | SLC15A4 | 577
9606.ENSP00000266970 | CDK2 | 298
9606.ENSP00000266980 | SLC39A5 | 540
9606.ENSP00000266987 | TARBP2 | 366
9606.ENSP00000267017 | NPFF | 113
9606.ENSP00000267082 | ITGB7 | 798
9606.ENSP00000267085 | CSAD | 520
9606.ENSP00000267101 | ERBB3 | 1342
9606.ENSP00000267102 | LMBR1L | 489
9606.ENSP00000267103 | C12orf10 | 376
9606.ENSP00000267113 | ESYT1 | 1114
9606.ENSP00000267116 | ANKRD52 | 1076
9606.ENSP00000267119 | KRT71 | 523
9606.ENSP00000267163 | RB1 | 928
9606.ENSP00000267199 | VPS33A | 596
9606.ENSP00000267202 | VPS37B | 285
9606.ENSP00000267205 | RHOF | 211
9606.ENSP00000267257 | PXN | 605
9606.ENSP00000267260 | SRRM4 | 611
9606.ENSP00000267273 | METTL21C | 264
9606.ENSP00000267291 | RNF113B | 322
9606.ENSP00000267294 | ZIC5 | 663
9606.ENSP00000267328 | RAB20 | 234
9606.ENSP00000267339 | ANKRD10 | 420
9606.ENSP00000267377 | SSTR1 | 391
9606.ENSP00000267396 | REM2 | 340
9606.ENSP00000267406 | CBLN3 | 205
9606.ENSP00000267415 | TINF2 | 451
9606.ENSP00000267425 | NOP9 | 636
9606.ENSP00000267426 | FITM1 | 292
9606.ENSP00000267430 | FANCM | 2048
9606.ENSP00000267436 | L2HGDH | 463
9606.ENSP00000267460 | PELI2 | 420
9606.ENSP00000267484 | RTN1 | 776
9606.ENSP00000267485 | ARMH4 | 774
9606.ENSP00000267549 | GPR65 | 337
9606.ENSP00000267569 | JDP2 | 174
9606.ENSP00000267584 | AK7 | 723
9606.ENSP00000267594 | FAM181A | 354
9606.ENSP00000267615 | ITPK1 | 414
9606.ENSP00000267622 | TRIP11 | 1979
9606.ENSP00000267750 | EMC4 | 183
9606.ENSP00000267803 | DUOXA1 | 483
9606.ENSP00000267807 | ZNF280D | 979
9606.ENSP00000267812 | MFAP1 | 439
9606.ENSP00000267814 | SORD | 357
9606.ENSP00000267838 | LYSMD2 | 215
9606.ENSP00000267842 | SLC27A2 | 620
9606.ENSP00000267843 | FGF7 | 194
9606.ENSP00000267845 | HDC | 662
9606.ENSP00000267853 | MYZAP | 466
9606.ENSP00000267859 | BNIP2 | 435
9606.ENSP00000267884 | SRP14 | 136
9606.ENSP00000267889 | DISP2 | 1401
9606.ENSP00000267890 | TTBK2 | 1244
9606.ENSP00000267935 | COMMD4 | 199
9606.ENSP00000267938 | UBE2Q2 | 375
9606.ENSP00000267953 | BCL2A1 | 175
9606.ENSP00000267970 | TSPAN3 | 253
9606.ENSP00000267984 | TLNRD1 | 362
9606.ENSP00000268042 | ARRDC4 | 418
9606.ENSP00000268053 | CYP11A1 | 521
9606.ENSP00000268057 | BBS4 | 519
9606.ENSP00000268058 | PML | 882
9606.ENSP00000268070 | ADAMTS17 | 1095
9606.ENSP00000268099 | SCAMP2 | 329
9606.ENSP00000268122 | RHCG | 479
9606.ENSP00000268125 | RLBP1 | 317
9606.ENSP00000268129 | ABHD2 | 425
9606.ENSP00000268130 | WDR93 | 686
9606.ENSP00000268138 | TICRR | 1910
9606.ENSP00000268150 | MFGE8 | 387
9606.ENSP00000268154 | ZNF710 | 664
9606.ENSP00000268164 | ST8SIA2 | 375
9606.ENSP00000268182 | IQGAP1 | 1657
9606.ENSP00000268184 | CRTC3 | 619
9606.ENSP00000268206 | EFL1 | 1120
9606.ENSP00000268231 | SEPTIN12 | 358
9606.ENSP00000268261 | PMM2 | 246
9606.ENSP00000268281 | PRSS36 | 855
9606.ENSP00000268379 | UQCRC2 | 453
9606.ENSP00000268383 | CDR2 | 454
9606.ENSP00000268389 | IGSF6 | 241
9606.ENSP00000268459 | NKD1 | 470
9606.ENSP00000268482 | DHX38 | 1227
9606.ENSP00000268483 | TXNL4B | 149
9606.ENSP00000268533 | NUDT7 | 238
9606.ENSP00000268595 | CMTM2 | 248
9606.ENSP00000268603 | CDH11 | 796
9606.ENSP00000268613 | CDH13 | 760
9606.ENSP00000268616 | ZCCHC14 | 949
9606.ENSP00000268624 | ADAD2 | 665
9606.ENSP00000268638 | IRF8 | 426
9606.ENSP00000268655 | ZNF174 | 407
9606.ENSP00000268661 | RPL3L | 407
9606.ENSP00000268668 | NDUFB10 | 172
9606.ENSP00000268676 | DEF8 | 512
9606.ENSP00000268679 | CBFA2T3 | 653
9606.ENSP00000268695 | GALNS | 522
9606.ENSP00000268699 | GAS8 | 478
9606.ENSP00000268711 | MED9 | 146
9606.ENSP00000268712 | NCOR1 | 2440
9606.ENSP00000268717 | COPS3 | 423
9606.ENSP00000268719 | GID4 | 300
9606.ENSP00000268720 | CPNE7 | 633
9606.ENSP00000268766 | NEK8 | 692
9606.ENSP00000268797 | GFOD2 | 385
9606.ENSP00000268802 | NOB1 | 412
9606.ENSP00000268835 | PRPSAP2 | 369
9606.ENSP00000268876 | UNC45B | 931
9606.ENSP00000268919 | KIF2B | 673
9606.ENSP00000268933 | EPN3 | 632
9606.ENSP00000268989 | SGSM2 | 1051
9606.ENSP00000269025 | LRRC46 | 321
9606.ENSP00000269051 | RHBDL3 | 404
9606.ENSP00000269053 | SPACA3 | 215
9606.ENSP00000269081 | ABCA10 | 1543
9606.ENSP00000269097 | G6PC3 | 346
9606.ENSP00000269127 | C17orf64 | 236
9606.ENSP00000269141 | CDH2 | 906
9606.ENSP00000269143 | AFG3L2 | 797
9606.ENSP00000269159 | IMPA2 | 288
9606.ENSP00000269187 | SLC39A6 | 755
9606.ENSP00000269195 | GALNT1 | 559
9606.ENSP00000269197 | ASXL3 | 2248
9606.ENSP00000269202 | MEP1B | 701
9606.ENSP00000269209 | GAREM1 | 876
9606.ENSP00000269214 | ESCO1 | 840
9606.ENSP00000269216 | GATA6 | 595
9606.ENSP00000269221 | RMC1 | 657
9606.ENSP00000269228 | NPC1 | 1278
9606.ENSP00000269289 | ZMYND15 | 750
9606.ENSP00000269298 | SAT2 | 170
9606.ENSP00000269299 | ASGR1 | 291
9606.ENSP00000269305 | TP53 | 393
9606.ENSP00000269346 | TTYH2 | 534
9606.ENSP00000269373 | FN3KRP | 309
9606.ENSP00000269383 | TRIM65 | 517
9606.ENSP00000269385 | CBX8 | 389
9606.ENSP00000269389 | SECTM1 | 248
9606.ENSP00000269391 | RNF157 | 679
9606.ENSP00000269392 | CEP131 | 1083
9606.ENSP00000269394 | ZNF750 | 723
9606.ENSP00000269397 | CBX4 | 560
9606.ENSP00000269439 | RNF165 | 346
9606.ENSP00000269445 | DYM | 669
9606.ENSP00000269466 | ELAC1 | 363
9606.ENSP00000269489 | SERPINB13 | 400
9606.ENSP00000269499 | ZCCHC2 | 1178
9606.ENSP00000269503 | CBLN2 | 224
9606.ENSP00000269571 | ERBB2 | 1255
9606.ENSP00000269576 | KRT10 | 584
9606.ENSP00000269582 | PNMT | 282
9606.ENSP00000269586 | ARL5C | 179
9606.ENSP00000269593 | IGFBP4 | 258
9606.ENSP00000269601 | TXNL4A | 142
9606.ENSP00000269701 | AKAP8 | 692
9606.ENSP00000269703 | CYP4F22 | 531
9606.ENSP00000269740 | SLC39A3 | 314
9606.ENSP00000269829 | ZNF544 | 715
9606.ENSP00000269834 | ZIM3 | 472
9606.ENSP00000269844 | PRDM15 | 1507
9606.ENSP00000269848 | PFKL | 780
9606.ENSP00000269856 | FEM1A | 669
9606.ENSP00000269878 | CIB3 | 187
9606.ENSP00000269881 | CALR3 | 384
9606.ENSP00000269886 | SH3GL1 | 368
9606.ENSP00000269919 | PGPEP1 | 209
9606.ENSP00000269945 | DMRTC2 | 367
9606.ENSP00000269967 | CCDC97 | 343
9606.ENSP00000269973 | ZNF45 | 682
9606.ENSP00000269980 | BCKDHA | 445
9606.ENSP00000270001 | ZFP14 | 533
9606.ENSP00000270061 | SSBP4 | 385
9606.ENSP00000270066 | SMG9 | 520
9606.ENSP00000270077 | PSG9 | 426
9606.ENSP00000270112 | HUNK | 714
9606.ENSP00000270115 | LRRC56 | 542
9606.ENSP00000270139 | IFNAR1 | 557
9606.ENSP00000270142 | SOD1 | 154
9606.ENSP00000270162 | SIK1 | 783
9606.ENSP00000270172 | DNMT3L | 387
9606.ENSP00000270176 | SCYL1 | 808
9606.ENSP00000270223 | DMWD | 674
9606.ENSP00000270225 | SAE1 | 346
9606.ENSP00000270233 | BCAM | 628
9606.ENSP00000270235 | NTN5 | 489
9606.ENSP00000270238 | LMTK3 | 1489
9606.ENSP00000270257 | GEMIN7 | 131
9606.ENSP00000270310 | FXYD7 | 80
9606.ENSP00000270349 | SLC6A3 | 620
9606.ENSP00000270357 | RNPEPL1 | 725
9606.ENSP00000270458 | CACNG8 | 425
9606.ENSP00000270502 | TIMM29 | 260
9606.ENSP00000270509 | FBN3 | 2809
9606.ENSP00000270517 | ECSIT | 431
9606.ENSP00000270538 | TIMM44 | 452
9606.ENSP00000270560 | TM4SF5 | 197
9606.ENSP00000270570 | SLC47A1 | 570
9606.ENSP00000270583 | KLHDC4 | 520
9606.ENSP00000270586 | PSMB6 | 239
9606.ENSP00000270590 | GPR32 | 356
9606.ENSP00000270593 | ACP4 | 426
9606.ENSP00000270625 | RPS11 | 158
9606.ENSP00000270631 | PTH2 | 100
9606.ENSP00000270642 | IGLON5 | 336
9606.ENSP00000270645 | RCN3 | 328
9606.ENSP00000270649 | ZNF614 | 585
9606.ENSP00000270708 | WRAP73 | 460
9606.ENSP00000270722 | PRDM16 | 1276
9606.ENSP00000270747 | ARHGEF19 | 802
9606.ENSP00000270776 | PGD | 483
9606.ENSP00000270792 | SH3BGRL3 | 93
9606.ENSP00000270800 | IL22RA1 | 574
9606.ENSP00000270824 | EVA1B | 165
9606.ENSP00000270861 | PLK4 | 970
9606.ENSP00000270879 | FCN3 | 299
9606.ENSP00000271064 | TINAGL1 | 467
9606.ENSP00000271139 | MOB3C | 268
9606.ENSP00000271227 | SLC44A3 | 653
9606.ENSP00000271234 | FNBP1L | 605
9606.ENSP00000271277 | CTTNBP2NL | 639
9606.ENSP00000271308 | PSMA5 | 241
9606.ENSP00000271331 | PROK1 | 105
9606.ENSP00000271332 | CELSR2 | 2923
9606.ENSP00000271373 | MPC2 | 127
9606.ENSP00000271375 | SFT2D2 | 160
9606.ENSP00000271417 | ILDR2 | 639
9606.ENSP00000271450 | FCGR2A | 317
9606.ENSP00000271452 | NUF2 | 464
9606.ENSP00000271469 | UAP1 | 522
9606.ENSP00000271526 | PRCC | 491
9606.ENSP00000271532 | FCRL4 | 515
9606.ENSP00000271555 | MEF2D | 521
9606.ENSP00000271588 | HMCN1 | 5635
