StringDB_Gene_Name	AlphaFold_Uniprot_Id	Uniprot_Protein_Length
TPRG1	Q5T0D9	272
TPRA1	Q86W33	373
TPR	Q14643	2758
TPR	Q14571	2701
TPR	Q14573	2671
TPR	Q96AY4	2481
TPR	P12270	2363
TPR	Q9UMZ3	2332
TPR	P23471	2315
TPR	P53804	2025
TPR	P23467	1997
TPR	Q13332	1948
TPR	P23468	1912
TPR	P10586	1907
TPR	P28827	1452
TPR	Q92729	1446
TPR	P23470	1445
TPR	O14522	1441
TPR	Q15262	1439
TPR	Q6F5E8	1435
TPR	Q12913	1337
TPR	P08575	1306
TPR	P28290	1259
TPR	Q16827	1216
TPR	Q9HD43	1115
TPR	Q6ZRS4	1044
TPR	Q92932	1015
TPR	Q16849	979
TPR	P18433	802
TPR	Q4KMQ1	711
TPR	P23469	700
TPR	Q15256	657
TPR	Q6GPH6	555
TPR	Q8IWB1	547
TPR	Q3MIP1	535
TPR	Q99615	494
TPR	Q92733	491
TPR	P17752	444
TPR	Q5T2R2	415
TPR	Q8N7U7	411
TPR	Q86W33	373
TPR	Q99614	292
TPR	Q6ZUI0	275
TPR	Q5T0D9	272
TPR	P04156	253
TPR	Q14761	206
TPR	Q9Y3C4	175
TPR	Q17RH7	139
TPPP3	Q9BW30	176
TPPP2	P59282	170
TPPP	O94811	219
TPPP	Q9BW30	176
TPPP	P59282	170
TPP2	P29144	1249
TPP2	Q8IUZ0	686
TPP1	O14773	563
TPP1	Q96AP0	458
TPP1	Q9H6J7	331
TPP1	P49638	278
TPP1	Q9H773	170
TPO	P07202	933
TPO	P40238	635
TPO	Q9UHN1	485
TPO	P48047	213
TPMT	P51580	245
TPMT	Q8WUK0	201
TPM4	P67936	248
TPM3	P06753	285
TPM2	P07951	284
TPM1	P09493	284
TPK1	Q13572	414
TPK1	Q9H3S4	243
TPI1	P60174	249
TPH2	Q8IWU9	490
TPH1	P26045	913
TPH1	P17752	444
TPGS2	Q68CL5	300
TPGS1	Q6ZTW0	290
TPD52L3	Q96J77	140
TPD52L2	O43399	206
TPD52L1	Q16890	204
TPD52	P55327	224
TPD52	O43399	206
TPD52	Q16890	204
TPD52	Q96J77	140
TPCN2	Q8NHX9	752
TPCN1	Q9ULQ1	816
TPBGL	P0DKB5	382
TPBG	Q13641	420
TPBG	P0DKB5	382
TP73	Q9H3D4	680
TP73	O15350	636
TP63	Q9H3D4	680
TP53TG5	Q9Y2B4	290
TP53TG3F	Q9ULZ0	124
TP53TG3E	Q9ULZ0	124
TP53TG3D	Q9ULZ0	124
TP53TG3C	Q9ULZ0	124
TP53TG3B	Q9ULZ0	124
TP53TG3	Q9ULZ0	124
TP53RK	Q96S44	253
TP53INP2	Q8IXH6	220
TP53INP1	Q96A56	240
TP53I3	Q53FA7	332
TP53I13	Q8NBR0	393
TP53I11	O14683	189
TP53BP2	Q13625	1128
TP53BP1	Q12888	1972
TP53AIP1	Q9HCN2	124
TP53	Q12888	1972
TP53	Q13625	1128
TP53	Q9NS56	1045
TP53	A1A5B4	782
TP53	Q8NBR0	393
TP53	P04637	393
TP53	Q53FA7	332
TP53	Q9Y2B4	290
TP53	Q96S44	253
TP53	Q96A56	240
TP53	Q8IXH6	220
TP53	O14683	189
TP53	Q9HCN2	124
TP53	Q9ULZ0	124
TOX4	O94842	621
TOX3	O15405	576
TOX2	Q9P2F5	926
TOX2	Q96NM4	488
TOX	Q6ZVD7	989
TOX	Q9P2F5	926
TOX	O94842	621
TOX	O15405	576
TOX	O94900	526
TOX	Q96NM4	488
TOX	O00244	68
TOR4A	Q9NXH8	423
TOR3A	Q9H497	397
TOR2A	Q5JU69	321
TOR1B	O14657	336
TOR1AIP2	Q8NFQ8	470
TOR1AIP1	Q5JTV8	583
TOR1A	Q5JTV8	583
TOR1A	Q8NFQ8	470
TOR1A	O14656	332
TOPORS	Q9NS56	1045
TOPORS	A0A1B0GUW7	55
TOPBP1	Q92547	1522
TOPAZ1	Q8N9V7	1692
TOP3B	O95985	862
TOP3A	Q13472	1001
TOP2B	Q02880	1626
TOP2A	P11388	1531
TOP1MT	Q969P6	601
TOP1	P11387	765
TOP1	Q7RTM1	612
TOP1	Q969P6	601
TONSL	Q96HA7	1378
TOMM70	O94826	608
TOMM7	O94826	608
TOMM7	Q9P0U1	55
TOMM6	Q96B49	74
TOMM5	Q8N4H5	51
TOMM40L	Q969M1	308
TOMM40	O96008	361
TOMM40	Q969M1	308
TOMM34	Q15785	309
TOMM22	Q9NS69	142
TOMM20L	Q6UXN7	152
TOMM20	Q6UXN7	152
TOMM20	Q15388	145
TOM1L2	Q6ZVM7	507
TOM1L1	O75674	476
TOM1	Q6ZVM7	507
TOM1	O60784	492
TOM1	O75674	476
TOLLIP	Q9H0E2	274
TOGARAM2	Q6ZUX3	1019
TOGARAM1	Q9Y4F4	1720
TOE1	Q96GM8	510
TOB2	Q14106	344
TOB1	P50616	345
TNXB	P22105	4244
TNS4	Q8IZW8	715
TNS3	Q68CZ2	1445
TNS2	Q63HR2	1409
TNS1	Q9HBL0	1839
TNRC6C	Q9HCJ0	1936
TNRC6B	Q9UPQ9	1833
TNRC6A	Q8NDV7	1962
TNRC18	O15417	2968
TNR	Q96L91	3159
TNR	O15417	2968
TNR	Q93074	2177
TNR	Q86YW9	2145
TNR	Q8NDV7	1962
TNR	Q9HCJ0	1936
TNR	Q9UPQ9	1833
TNR	Q96QZ7	1491
TNR	Q92752	1358
TNR	Q99700	1313
TNR	Q6Y7W6	1299
TNR	P06756	1048
TNR	Q96RN5	788
TNR	Q8WXH2	748
TNR	O15409	715
TNR	Q8TF68	577
TNR	O15405	576
TNR	Q5SZQ8	465
TNR	Q8NFJ8	381
TNR	P49286	362
TNR	P48039	350
TNR	Q9BT09	278
TNPO3	Q9Y5L0	923
TNPO2	O14787	897
TNPO1	Q92973	898
TNP2	Q05952	138
TNP1	P09430	55
TNNT3	P45378	269
TNNT2	P45379	298
TNNT1	P13805	278
TNNI3K	Q59H18	835
TNNI3	Q59H18	835
TNNI3	P19429	210
TNNI2	P48788	182
TNNI1	P19237	187
TNNC2	P02585	160
TNNC1	P19429	210
TNNC1	P63316	161
TNN	Q9UQP3	1299
TNN	Q9UQB3	1225
TNN	O60716	968
TNN	P26232	953
TNN	P35221	906
TNN	Q9UI47	895
TNN	Q59H18	835
TNN	P35222	781
TNN	P14923	745
TNN	Q9UBT7	734
TNN	Q8WYA6	563
TNN	Q9BYI3	521
TNN	P45379	298
TNN	P13805	278
TNN	P45378	269
TNN	P19429	210
TNN	P19237	187
TNN	P48788	182
TNN	P63316	161
TNN	P02585	160
TNN	Q9NSA3	81
TNMD	Q9H2S6	317
TNKS2	Q9H2K2	1166
TNKS1BP1	Q9C0C2	1729
TNKS	Q9C0C2	1729
TNKS	O95271	1327
TNKS	Q9H2K2	1166
TNK2	Q07912	1038
TNK2	Q9NVF9	386
TNK1	Q13470	666
TNK1	Q9HBU6	452
TNIP3	Q96KP6	325
TNIP2	Q8NFZ5	429
TNIP1	Q15025	636
TNIK	Q9UKE5	1360
TNFSF9	P41273	254
TNFSF8	P32971	234
TNFSF4	P23510	183
TNFSF18	Q9UNG2	177
TNFSF15	O95150	251
TNFSF14	O43557	240
TNFSF13B	Q9Y275	285
TNFSF13	Q9Y275	285
TNFSF13	O75888	250
TNFSF12	O43508	249
TNFSF11	O14788	317
TNFSF10	P50591	281
TNFRSF9	Q07011	255
TNFRSF8	P28908	595
TNFRSF6B	O95407	300
TNFRSF4	P43489	277
TNFRSF25	Q93038	417
TNFRSF21	O75509	655
TNFRSF1B	P20333	461
TNFRSF1A	P19438	455
TNFRSF19	Q969Z4	430
TNFRSF19	Q9NS68	423
TNFRSF18	Q9Y5U5	241
TNFRSF17	Q02223	184
TNFRSF14	Q92956	283
TNFRSF13C	Q96RJ3	184
TNFRSF13B	O14836	293
TNFRSF12A	Q9NP84	129
TNFRSF11B	O00300	401
TNFRSF11A	Q9Y6Q6	616
TNFRSF10D	Q9UBN6	386
TNFRSF10C	O14798	259
TNFRSF10B	O14763	440
TNFRSF10A	O00220	468
TNFAIP8L3	Q5GJ75	292
TNFAIP8L2	Q6P589	184
TNFAIP8L1	Q8WVP5	186
TNFAIP8	Q5GJ75	292
TNFAIP8	O95379	198
TNFAIP8	Q8WVP5	186
TNFAIP8	Q6P589	184
TNFAIP6	P98066	277
TNFAIP3	P21580	790
TNFAIP2	Q03169	654
TNFAIP1	Q13829	316
TNF	P21580	790
TNF	O75509	655
TNF	Q03169	654
TNF	Q9Y6Q6	616
TNF	P28908	595
TNF	O00220	468
TNF	P20333	461
TNF	Q687X5	459
TNF	P19438	455
TNF	O14763	440
TNF	P36941	435
TNF	Q969Z4	430
TNF	P08138	427
TNF	Q9NS68	423
TNF	Q93038	417
TNF	O00300	401
TNF	Q9UBN6	386
TNF	P26022	381
TNF	Q4G0M1	354
TNF	P25445	335
TNF	P0C862	333
TNF	B2RNN3	333
TNF	Q9BXJ3	329
TNF	O14788	317
TNF	Q13829	316
TNF	Q5T7M4	302
TNF	O95407	300
TNF	Q9HAV5	297
TNF	O14836	293
TNF	Q5GJ75	292
TNF	Q9BXJ2	289
TNF	Q9Y275	285
TNF	Q9BXJ5	285
TNF	Q92956	283
TNF	P48023	281
TNF	Q9BXJ1	281
TNF	P50591	281
TNF	Q9BXI9	278
TNF	P98066	277
TNF	P43489	277
TNF	P25942	277
TNF	Q969U7	264
TNF	P29965	261
TNF	P26842	260
TNF	O14798	259
TNF	Q07011	255
TNF	P41273	254
TNF	P60827	252
TNF	O95150	251
TNF	O75888	250
TNF	O43508	249
TNF	Q9BXJ4	246
TNF	Q06643	244
TNF	Q9BXJ0	243
TNF	Q9Y5U5	241
TNF	O43557	240
TNF	P32971	234
TNF	P01375	233
TNF	P01374	205
TNF	P20827	205
TNF	O95379	198
TNF	O75594	196
TNF	P32970	193
TNF	Q8WVP5	186
TNF	Q6P589	184
TNF	Q96RJ3	184
TNF	Q02223	184
TNF	P23510	183
TNF	Q9UNG2	177
TNF	Q9NP84	129
TNF	Q58A44	107
TNC	P24821	2201
TMX4	Q9H1E5	349
TMX3	Q96JJ7	454
TMX2	Q9Y320	296
TMX1	Q9H3N1	280
TMUB2	Q71RG4	321
TMUB1	Q9BVT8	246
TMTC4	Q5T4D3	741
TMTC3	Q6ZXV5	915
TMTC2	Q8N394	836
TMTC1	Q8IUR5	882
TMSB4Y	O14604	44
TMSB4X	P62328	44
TMSB15B	P0CG35	45
TMSB15A	P0CG34	45
TMSB10	P63313	44
TMPRSS9	Q7Z410	1059
TMPRSS7	Q7RTY8	843
TMPRSS6	Q8IU80	811
TMPRSS5	Q9H3S3	457
TMPRSS4	Q9NRS4	437
TMPRSS4	A0A1B0GVV1	85
TMPRSS3	P57727	454
TMPRSS3	Q9NRS4	437
TMPRSS2	O15393	492
TMPRSS15	P98073	1019
TMPRSS13	Q9BYE2	586
TMPRSS12	Q86WS5	348
TMPRSS11F	Q6ZWK6	438
TMPRSS11E	Q9UL52	423
TMPRSS11D	O60235	418
TMPRSS11B	Q86T26	416
TMPRSS11A	Q6ZMR5	418
TMPPE	Q6ZT21	453
TMPO	P42166	694
TMOD4	Q9NZQ9	345
TMOD3	Q9NYL9	352
TMOD2	Q9NZR1	351
TMOD1	P28289	359
TMLHE	Q9NVH6	421
TMIGD3	P0DMS9	266
TMIGD2	Q96BF3	282
TMIGD1	Q6UXZ0	262
TMIE	Q8NEW7	156
TMF1	P82094	1093
TMEM9B	Q9NQ34	198
TMEM98	Q9Y2Y6	226
TMEM97	Q5BJF2	176
TMEM95	Q3KNT9	176
TMEM94	Q12767	1356
TMEM92	Q6UXU6	159
TMEM91	Q6ZNR0	172
TMEM9	Q12767	1356
TMEM9	Q8IWB9	1127
TMEM9	Q9H7V2	258
TMEM9	Q8N816	258
TMEM9	A6NDD5	238
TMEM9	Q9Y2Y6	226
TMEM9	Q9NQ34	198
TMEM9	Q9P0T7	183
TMEM9	Q3KNT9	176
TMEM9	Q5BJF2	176
TMEM9	Q6ZNR0	172
TMEM9	Q6UXU6	159
TMEM9	Q9BV81	110
TMEM8B	A6NDV4	472
TMEM89	A2RUT3	159
TMEM88B	A6NKF7	163
TMEM88	A6NKF7	163
TMEM88	Q6PEY1	159
TMEM87B	Q96K49	555
TMEM87A	Q8NBN3	555
TMEM86B	Q8N661	226
TMEM86A	Q8N2M4	240
TMEM82	A0PJX8	343
TMEM81	Q6P7N7	255
TMEM80	Q96HE8	143
TMEM79	Q9BSE2	394
TMEM74B	Q9NUR3	256
TMEM74	Q96NL1	305
TMEM74	Q9NUR3	256
TMEM72	A0PK05	275
TMEM71	Q6P5X7	295
TMEM70	Q9BUB7	260
TMEM69	Q5SWH9	247
TMEM68	Q96MH6	324
TMEM67	Q5HYA8	995
TMEM65	Q6PI78	240
TMEM64	Q6YI46	380
TMEM63C	Q9P1W3	806
TMEM63B	Q5T3F8	832
TMEM63A	O94886	807
TMEM62	Q0P6H9	643
TMEM61	Q8N0U2	210
TMEM60	Q9H2L4	133
TMEM59L	Q9UK28	342
TMEM59	Q9UK28	342
TMEM59	Q9BXS4	323
TMEM54	Q969K7	222
TMEM53	Q6P2H8	277
TMEM52B	Q4KMG9	183
TMEM52	Q8NDY8	209
TMEM52	Q4KMG9	183
TMEM51	Q9NW97	253
TMEM50B	P56557	158
TMEM50A	O95807	157
TMEM47	Q9BQJ4	181
TMEM45B	Q96B21	275
TMEM45A	Q9NWC5	275
TMEM44	Q2T9K0	475
TMEM43	Q9BTV4	400
TMEM42	Q69YG0	159
TMEM41B	Q5BJD5	291
TMEM41A	Q96HV5	264
TMEM40	Q8WWA1	233
TMEM39B	Q9GZU3	492
TMEM39A	Q9NV64	488
TMEM38B	Q9NVV0	291
TMEM38A	Q9H6F2	299
TMEM37	Q8WXS4	190
TMEM35B	Q8NCS4	154
TMEM35A	Q53FP2	167
TMEM33	P57088	247
TMEM31	Q5JXX7	168
TMEM30B	Q3MIR4	351
TMEM30A	Q9NV96	361
TMEM273	Q5T292	105
TMEM272	A0A1B0GTI8	187
TMEM270	Q6UE05	265
TMEM269	A0A1B0GVZ9	203
TMEM268	Q5VZI3	342
TMEM267	Q0VDI3	215
TMEM266	Q2M3C6	531
TMEM265	A0A087WTH1	108
TMEM263	Q8WUH6	116
TMEM262	E9PQX1	116
TMEM260	Q9NX78	707
TMEM26	Q9NX78	707
TMEM26	Q2M3C6	531
TMEM26	Q6ZUK4	368
TMEM26	Q5VZI3	342
TMEM26	Q0VDI3	215
TMEM26	A0A1B0GVZ9	203
TMEM26	Q8WUH6	116
TMEM26	E9PQX1	116
TMEM26	Q96GE9	116
TMEM26	A0A087WTH1	108
TMEM259	Q4ZIN3	620
TMEM258	P61165	79
TMEM256	Q8N2U0	113
TMEM255B	Q8WV15	326
TMEM255A	Q5JRV8	349
TMEM254	Q8TBM7	123
TMEM253	P0C7T8	217
TMEM252	Q8N6L7	170
TMEM251	Q8N6I4	163
TMEM250	H0YL14	139
TMEM25	Q4ZIN3	620
TMEM25	Q86YD3	366
TMEM25	Q5JRV8	349
TMEM25	Q8WV15	326
TMEM25	P0C7T8	217
TMEM25	Q8N6L7	170
TMEM25	Q8N6I4	163
TMEM25	H0YL14	139
TMEM25	Q8TBM7	123
TMEM25	Q8N2U0	113
TMEM25	P61165	79
TMEM249	Q2WGJ8	235
TMEM248	Q9NWD8	314
TMEM247	A6NEH6	219
TMEM245	Q9H330	879
TMEM244	Q5VVB8	128
TMEM243	Q9BU79	118
TMEM242	Q9NWH2	141
TMEM241	Q24JQ0	296
TMEM240	Q5SV17	173
TMEM239	Q8WW34	195
TMEM238L	A6NJY4	79
TMEM238	C9JI98	176
TMEM238	A6NJY4	79
TMEM237	Q96Q45	408
TMEM236	Q5W0B7	351
TMEM235	A6NFC5	223
TMEM234	Q8WY98	164
TMEM233	B4DJY2	109
TMEM232	C9JQI7	657
TMEM231	Q9H6L2	316
TMEM230	Q96A57	120
TMEM229B	Q8NBD8	167
TMEM229A	B2RXF0	380
TMEM225B	P0DP42	221
TMEM225	Q6GV28	225
TMEM225	P0DP42	221
TMEM223	A0PJW6	202
TMEM222	Q9H0R3	208
TMEM221	A6NGB7	291
TMEM220	Q6QAJ8	160
TMEM219	Q86XT9	240
TMEM218	A2RU14	115
TMEM217	Q8N7C4	229
TMEM217	A0A494BZU4	170
TMEM216	Q9P0N5	145
TMEM215	Q68D42	235
TMEM214	Q6NUQ4	689
TMEM213	A2RRL7	107
TMEM212	A6NML5	194
TMEM211	Q6ICI0	200
TMEM210	A6NLX4	147
TMEM209	Q96SK2	561
TMEM208	Q9BTX3	173
TMEM207	Q6UWW9	146
TMEM205	Q6UW68	189
TMEM204	Q9BSN7	226
TMEM203	Q969S6	136
TMEM202	A6NGA9	273
TMEM201	Q5SNT2	666
TMEM200C	A6NKL6	621
TMEM200B	Q69YZ2	307
TMEM200A	Q86VY9	491
TMEM199	Q8N511	208
TMEM198	Q66K66	360
TMEM196	Q5HYL7	178
TMEM192	Q8IY95	271
TMEM191C	A6NGB0	302
TMEM191B	P0C7N4	346
TMEM190	Q8WZ59	177
TMEM19	Q8IW70	566
TMEM19	Q6ZNB7	445
TMEM19	O14524	444
TMEM19	A6NFY4	417
TMEM19	Q66K66	360
TMEM19	P0C7N4	346
TMEM19	Q96HH6	336
TMEM19	A6NGB0	302
TMEM19	Q8IY95	271
TMEM19	Q8N511	208
TMEM19	Q5HYL7	178
TMEM19	Q8WZ59	177
TMEM19	Q9H0A3	160
TMEM189	A5PLL7	270
TMEM187	Q14656	261
TMEM186	Q96B77	213
TMEM185B	Q9H7F4	350
TMEM185A	Q8NFB2	350
TMEM184C	Q9NVA4	438
TMEM184B	Q9Y519	407
TMEM184A	Q6ZMB5	413
TMEM183A	Q8IXX5	376
TMEM182	Q6ZP80	229
TMEM181	Q9P2C4	475
TMEM18	Q14CX5	517
TMEM18	Q9P2C4	475
TMEM18	Q9NVA4	438
TMEM18	Q6ZMB5	413
TMEM18	Q9Y519	407
TMEM18	Q1AE95	376
TMEM18	Q8IXX5	376
TMEM18	Q8NFB2	350
TMEM18	Q9H7F4	350
TMEM18	A5PLL7	270
TMEM18	Q14656	261
TMEM18	Q6ZP80	229
TMEM18	Q96B77	213
TMEM18	Q96B42	140
TMEM18	Q8N9A8	125
TMEM179B	Q7Z7N9	219
TMEM179	Q6ZVK1	233
TMEM179	Q7Z7N9	219
TMEM178B	H3BS89	294
TMEM178A	Q8NBL3	297
TMEM177	Q53S58	311
TMEM176B	Q3YBM2	270
TMEM176A	Q96HP8	235
TMEM175	Q9BSA9	504
TMEM174	Q8WUU8	243
TMEM171	Q8WVE6	324
TMEM170B	Q5T4T1	132
TMEM170A	Q8WVE7	144
TMEM17	Q9BSA9	504
TMEM17	Q86WV6	379
TMEM17	Q8WVE6	324
TMEM17	Q53S58	311
TMEM17	Q8NBL3	297
TMEM17	H3BS89	294
TMEM17	Q3YBM2	270
TMEM17	Q8WUU8	243
TMEM17	Q96HP8	235
TMEM17	Q6ZVK1	233
TMEM17	Q7Z7N9	219
TMEM17	Q86X19	198
TMEM17	Q8WVE7	144
TMEM17	Q5T4T1	132
TMEM169	Q96HH4	297
TMEM168	Q9H0V1	697
TMEM167B	Q9NRX6	74
TMEM167A	Q8TBQ9	72
TMEM165	Q9HC07	324
TMEM164	Q5U3C3	297
TMEM163	Q8TC26	289
TMEM161B	Q8NDZ6	487
TMEM161A	Q9NX61	479
TMEM160	Q9NX00	188
TMEM159	Q96B96	161
TMEM158	Q8WZ71	300
TMEM156	Q8N614	296
TMEM155	A0A7E1QX52	130
TMEM155	Q4W5P6	63
TMEM154	Q6P9G4	183
TMEM151B	Q8IW70	566
TMEM151A	Q8N4L1	468
TMEM150C	B9EJG8	249
TMEM150B	A6NC51	233
TMEM150A	Q86TG1	271
TMEM14C	Q9P0S9	112
TMEM14B	Q9NUH8	114
TMEM14A	Q9Y6G1	99
TMEM147	Q9BVK8	224
TMEM145	Q8NBT3	493
TMEM144	Q7Z5S9	345
TMEM143	Q96AN5	459
TMEM141	Q96I45	108
TMEM140	Q9NV12	185
TMEM139	Q8IV31	216
TMEM138	Q9NPI0	162
TMEM135	Q86UB9	458
TMEM134	Q9H6X4	195
TMEM132E	Q6IEE7	1074
TMEM132E	A2RUQ5	167
TMEM132D	Q14C87	1099
TMEM132C	Q8N3T6	1108
TMEM132B	Q14DG7	1078
TMEM132A	Q24JP5	1023
TMEM131L	A2VDJ0	1609
TMEM131	Q92545	1883
TMEM131	A2VDJ0	1609
TMEM130	Q8N3G9	435
TMEM129	A0AVI4	362
TMEM128	Q5BJH2	165
TMEM127	O75204	238
TMEM126B	Q8IUX1	230
TMEM126A	Q9H061	195
TMEM125	Q96AQ2	219
TMEM123	Q8N131	208
TMEM121B	Q9BXQ6	578
TMEM121	Q9BXQ6	578
TMEM121	Q9BTD3	319
TMEM120B	A0PK00	339
TMEM120A	Q9BXJ8	343
TMEM119	Q4V9L6	283
TMEM117	Q9H0C3	514
TMEM116	Q8NCL8	245
TMEM115	Q12893	351
TMEM114	B3SHH9	223
TMEM11	Q9BU23	707
TMEM11	Q96S06	567
TMEM11	Q9H0C3	514
TMEM11	Q96EX2	444
TMEM11	Q12893	351
TMEM11	Q6UXN9	313
TMEM11	Q86TL2	294
TMEM11	Q4V9L6	283
TMEM11	Q9P0I2	261
TMEM11	Q8NCL8	245
TMEM11	B3SHH9	223
TMEM11	P17152	192
TMEM109	Q9BVC6	243
TMEM108	Q6UXF1	575
TMEM107	Q6UX40	140
TMEM106C	Q9BVX2	250
TMEM106B	Q9NUM4	274
TMEM106A	Q96A25	262
TMEM104	Q8NE00	496
TMEM102	Q8N9M5	508
TMEM101	Q96IK0	257
TMEM100	Q9NV29	134
TMEFF2	Q9UIK5	374
TMEFF1	Q8IYR6	380
TMED9	Q9BVK6	235
TMED8	Q6PL24	325
TMED7	Q9Y3B3	224
TMED6	Q8WW62	240
TMED5	Q9Y3A6	229
TMED4	Q7Z7H5	227
TMED3	Q9Y3Q3	217
TMED2	Q15363	201
TMED10	P49755	219
TMED1	Q13445	227
TMED1	P49755	219
TMDD1	P0DPE3	317
TMCO6	Q96DC7	493
TMCO5A	Q8N6Q1	288
TMCO4	Q5TGY1	634
TMCO3	Q6UWJ1	677
TMCO2	Q7Z6W1	182
TMCO1	Q9UM00	239
TMCC3	Q9ULS5	477
TMCC2	O75069	709
TMCC1	O94876	653
TMC8	Q8IU68	726
TMC7	Q7Z402	723
TMC6	Q7Z403	805
TMC5	Q6UXY8	1006
TMC4	Q7Z404	712
TMC3	Q7Z5M5	1100
TMC2	Q8TDI7	906
TMC1	Q8TDI8	760
TMC1	Q8N699	235
TMBIM6	P55061	237
TMBIM4	Q9HC24	238
TMBIM1	Q969X1	311
TMA7	Q9Y2S6	64
TMA7	A0A024R1R8	64
TMA16	Q96EY4	203
TM9SF4	Q92544	642
TM9SF3	Q9HD45	589
TM9SF2	Q99805	663
TM9SF1	O15321	606
TM7SF3	Q9NS93	570
TM7SF2	O76062	418
TM6SF2	Q9BZW4	377
TM6SF1	Q9BZW5	370
TM4SF5	O14894	197
TM4SF4	P48230	202
TM4SF20	Q53R12	229
TM4SF19	Q96DZ7	209
TM4SF18	Q96CE8	201
TM4SF1	O95859	305
TM4SF1	O95858	294
TM4SF1	Q8NG11	270
TM4SF1	Q96FV3	270
TM4SF1	Q9UKR8	245
TM4SF1	Q96DZ7	209
TM4SF1	O95857	204
TM4SF1	P30408	202
TM4SF1	Q96CE8	201
TM4SF1	Q9Y342	182
TM4SF1	Q9BQJ4	181
TM2D3	Q9BRN9	247
TM2D2	Q9BX73	214
TM2D1	Q9BX74	207
TLX3	O43711	291
TLX2	O43763	284
TLX1	P31314	330
TLX1	P0CAT3	122
TLR9	Q9NR96	1032
TLR8	Q9NR97	1041
TLR7	Q9NYK1	1049
TLR6	Q9Y2C9	796
TLR5	O60602	858
TLR4	O00206	839
TLR3	O15455	904
TLR2	O60603	784
TLR10	Q9BXR5	811
TLR1	Q9BXR5	811
TLR1	Q15399	786
TLR1	O43193	412
TLNRD1	Q9H1K6	362
TLN2	Q9Y4G6	2542
TLN2	Q8WWU7	325
TLN1	Q9Y490	2541
TLN1	Q8WWA0	313
TLL2	Q9Y6L7	1015
TLL2	Q9BWV7	592
TLL1	O43897	1013
TLL1	A6NNM8	815
TLL1	Q8NHH1	710
TLL1	Q6ZVT0	673
TLL1	Q14166	644
TLL1	O95922	423
TLK2	Q86UE8	772
TLK1	Q9UKI8	766
TLE7	A0A1W2PR48	441
TLE6	Q9H808	572
TLE5	Q08117	197
TLE4	Q04727	773
TLE3	Q04726	772
TLE2	Q04725	743
TLE1	Q04724	770
TLDC2	A0PJX2	215
TLCD5	Q6ZRR5	245
TLCD4	Q96MV1	263
TLCD3B	Q71RH2	274
TLCD3A	Q8TBR7	257
TLCD2	A6NGC4	264
TLCD1	Q96CP7	247
TKTL2	Q9H0I9	626
TKTL1	P51854	596
TKT	Q16832	855
TKT	Q9H0I9	626
TKT	P29401	623
TKT	P51854	596
TKFC	Q3LXA3	575
TK2	O14578	2027
TK2	Q8IWU2	1503
TK2	Q9H2G2	1235
TK2	Q05397	1052
TK2	Q14289	1009
TK2	P54753	998
TK2	P51957	841
TK2	P22455	802
TK2	Q8IWQ3	736
TK2	Q9UJT2	592
TK2	Q9UPE1	567
TK2	Q00537	523
TK2	Q9Y6E0	443
TK2	Q96Q40	435
TK2	O00506	426
TK2	Q9P289	416
TK2	Q9BXA7	367
TK2	Q96PF2	358
TK2	Q6SA08	328
TK2	Q96PN8	268
TK2	O00142	265
TK1	Q9Y6R4	1608
TK1	Q6ZMQ8	1374
TK1	Q8N1F8	1088
TK1	P36888	993
TK1	P29320	983
TK1	O00444	970
TK1	O94804	968
TK1	Q16584	847
TK1	P23443	525
TK1	Q00536	496
TK1	Q9UBS0	482
TK1	O94921	469
TK1	Q15831	433
TK1	Q9UEE5	414
TK1	O14965	403
TK1	O94768	372
TK1	P50613	346
TK1	Q96GD4	344
TK1	Q9UQB9	309
TK1	O75716	305
TK1	P49842	254
TK1	P04183	234
TK1	Q9Y2Q3	226
TJP3	O95049	919
TJP2	Q9UDY2	1190
TJP1	Q07157	1748
TJAP1	Q5JTD0	557
TIRAP	Q86XR7	235
TIRAP	P58753	221
TIPRL	O75663	272
TIPIN	Q9BVW5	301
TIPARP	Q7Z3E1	657
TINF2	Q9BSI4	451
TINCR	A0A2R8Y7D0	120
TINAGL1	Q9GZM7	467
TINAG	Q9UJW2	476
TINAG	Q9GZM7	467
TIMP4	Q99727	224
TIMP3	P35625	211
TIMP2	P16035	220
TIMP1	P01033	207
TIMMDC1	Q9NPL8	285
TIMM9	Q9Y5J6	103
TIMM9	Q9Y5J7	89
TIMM8B	Q9Y5J9	83
TIMM8A	O60220	97
TIMM50	Q3ZCQ8	353
TIMM44	O43615	452
TIMM29	Q9BSF4	260
TIMM23B	Q5SRD1	188
TIMM23	O14925	209
TIMM23	Q5SRD1	188
TIMM22	Q9Y584	194
TIMM21	Q9BVV7	248
TIMM17B	O60830	172
TIMM17A	Q99595	171
TIMM13	Q9Y5L4	95
TIMM10B	Q9Y5J6	103
TIMM10	Q9Y5J6	103
TIMM10	P62072	90
TIMELESS	Q9UNS1	1208
TIMD4	Q96H15	378
TIGIT	Q495A1	244
TIGD7	Q6NT04	549
TIGD6	Q17RP2	521
TIGD5	Q53EQ6	642
TIGD4	Q8IY51	512
TIGD3	Q6B0B8	471
TIGD2	Q4W5G0	525
TIGD1	Q96MW7	591
TIGAR	Q9NQ88	270
TIFAB	Q6ZNK6	161
TIFA	Q96CG3	184
TIFA	Q6ZNK6	161
TIE1	P35590	1138
