drug_id|name|cas|smiles|logP ALOGPS|logP ChemAxon|solubility ALOGPS|pKa (strongest acidic)|pKa (strongest basic)|drugname|drug_type|approved|experimental|illicit|investigational|nutraceutical|withdrawn|collated_partner_id|collated_gene_name|collated_target_type|collated_inhibitor|collated_inducer
DB00416|Metocurine iodide|7601-55-0|[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3|0.81|-1.8|1.23e-04 g/l|12.99|-4.3|b'Metocurine iodide'|small molecule|1|0|0|0|0|1|BE0000738|CHRNA2|protein|0|0
DB00417|Phenoxymethylpenicillin|87-08-1|[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O|1.78|0.76|4.54e-01 g/l|3.39|-4.9|b'Phenoxymethylpenicillin'|small molecule|1|0|0|0|0|0|BE0001018|SLC15A1|protein|0|0
DB00419|Miglustat|72599-27-0|CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO|-1.1|-1.2|3.31e+02 g/l|12.9|8.49|b'Miglustat'|small molecule|1|0|0|0|0|0|BE0000477|UGCG|protein|1|0
DB00421|Spironolactone|52-01-7|[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O|3.1|3.64|1.98e-03 g/l|18.01|-4.9|b'Spironolactone'|small molecule|1|0|0|0|0|0|BE0000668 ; BE0000132 ; BE0000557 ; BE0000794 ; BE0003542 ; BE0000344 ; BE0004887 ; BE0000685 ; BE0004902 ; BE0000956 ; BE0002887 ; BE0000731 ; BE0001069 ; BE0001032 ; BE0003642 ; BE0000703|NR3C2 ; AR ; PGR ; NR3C1 ; CYP11B2 ; CYP17A1 ; SRD5A1 ; SHBG ; CACNG1 ; NR1I2 ; CYP2C8 ; CYP11B1 ; ABCC2 ; ABCB1 ; SLCO1A2 ; ABCB11|protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; protein ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 0|0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0
DB00423|Methocarbamol|532-03-6|COC1=C(OCC(O)COC(N)=O)C=CC=C1|0.63|0.45|4.21e+00 g/l|13.6|-3.4|b'Methocarbamol'|small molecule|1|0|0|0|0|0|BE0000267|CA1|protein|1|0
DB00424|Hyoscyamine|101-31-5|CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1|2.19|1.57|2.52e+00 g/l|15.15|9.39|b'Hyoscyamine'|small molecule|1|0|0|0|0|0|BE0000092 ; BE0000560 ; BE0000045 ; BE0000405|CHRM1 ; CHRM2 ; CHRM3 ; CHRM4|protein ; protein ; protein ; protein|0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0
DB00426|Famciclovir|104227-87-4|CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O|0.13|-0.48|1.32e+00 g/l|16.7|5.05|b'Famciclovir'|small molecule|1|0|0|1|0|0|BE0003539|AOX1|enzyme|0|0
DB00428|Streptozocin|18883-66-4|CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O|-1.7|-2.7|3.35e+01 g/l|11.43|-3|b'Streptozocin'|small molecule|1|0|0|1|0|0|BE0001045 ; BE0005827 ; BE0003543 ; BE0002433 ; BE0003533 ; BE0001032|SLC2A2 ; MGEA5 ; CYP1A1 ; CYP1A2 ; CYP2E1 ; ABCB1|protein ; protein ; enzyme ; enzyme ; enzyme ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 1 ; 1 ; 1 ; 1
DB00429|Carboprost tromethamine|58551-69-2|OCC([NH3+])(CO)CO.CCCCC[C@@](O)(C)\C=C\[C@H]1[C@@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)[O-]|1.07|2.89|6.22e-02 g/l|4.36|-1.3|b'Carboprost tromethamine'|small molecule|1|0|0|0|0|0|BE0000064|PTGER1|protein|0|1
DB00432|Trifluridine|70-00-8|OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F|-0.45|-0.75|6.69e+00 g/l|7.6|-3|b'Trifluridine'|small molecule|1|0|0|1|0|0|BE0000324 ; BE0001260 ; BE0002193 ; BE0001066 ; BE0004705 ; BE0001204 ; BE0004706|TYMS ; TK1 ; TYMP ; SLC22A6 ; SLC28A1 ; SLC29A1 ; SLC29A2|protein ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter|1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00436|Bendroflumethiazide|73-48-3|NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F|1.83|1.7|2.14e-01 g/l|9.04|-3.1|b'Bendroflumethiazide'|small molecule|1|0|0|0|0|0|BE0000419 ; BE0000553 ; BE0000267 ; BE0000322 ; BE0000535 ; BE0000987|SLC12A3 ; KCNMA1 ; CA1 ; CA2 ; CA4 ; TPMT|protein ; protein ; protein ; protein ; protein ; enzyme|1 ; 0 ; 1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00437|Allopurinol|315-30-0|OC1=NC=NC2=C1C=NN2|-0.41|0.031|2.20e+01 g/l|8.47|1.25|b'Allopurinol'|small molecule|1|0|0|0|0|0|BE0002204 ; BE0003539 ; BE0002204 ; BE0003645 ; BE0003646 ; BE0001067 ; BE0003647|XDH ; AOX1 ; XDH ; SLC22A8 ; SLC22A7 ; ABCG2 ; SLC22A2|protein ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter|1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00438|Ceftazidime|72558-82-8|[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1|-1.2|-4.1|5.73e-03 g/l|2.77|4.26|b'Ceftazidime'|small molecule|1|0|0|0|0|0|BE0000106 ; BE0001018 ; BE0001134 ; BE0001066|SLC22A5 ; SLC15A1 ; SLC15A2 ; SLC22A6|transporter ; transporter ; transporter ; transporter|1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0
DB00439|Cerivastatin|145599-86-6|COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C|4.15|2.67|4.19e-03 g/l|4.05|5.58|b'Cerivastatin'|small molecule|1|0|0|0|0|1|BE0000574 ; BE0002638 ; BE0002362 ; BE0003612 ; BE0002887 ; BE0002363 ; BE0002793 ; BE0003549 ; BE0003541 ; BE0001032 ; BE0001069 ; BE0001067 ; BE0001004 ; BE0000703|HMGCR ; CYP3A4 ; CYP3A5 ; CYP3A7 ; CYP2C8 ; CYP2D6 ; CYP2C9 ; CYP2B6 ; UGT1A1 ; ABCB1 ; ABCC2 ; ABCG2 ; SLCO1B1 ; ABCB11|protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter ; transporter|1 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0|0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00440|Trimethoprim|738-70-5|COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC|1.26|1.28|6.15e-01 g/l|17.33|7.16|b'Trimethoprim'|small molecule|1|0|0|0|0|0|BE0000324 ; BE0000330 ; BE0002638 ; BE0002887 ; BE0002793 ; BE0001032 ; BE0003647|TYMS ; DHFR ; CYP3A4 ; CYP2C8 ; CYP2C9 ; ABCB1 ; SLC22A2|protein ; protein ; enzyme ; enzyme ; enzyme ; transporter ; transporter|1 ; 1 ; 0 ; 1 ; 0 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0
DB00441|Gemcitabine|95058-81-4|NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F|0.14|-1.5|2.23e+01 g/l|11.52|-1.3|b'Gemcitabine'|small molecule|1|0|0|0|0|0|BE0000325 ; BE0000324 ; BE0000637 ; BE0002443 ; BE0002804 ; BE0001032 ; BE0003651 ; BE0001204 ; BE0004705 ; BE0004706 ; BE0003672|RRM1 ; TYMS ; CMPK1 ; CDA ; DCK ; ABCB1 ; ABCC10 ; SLC29A1 ; SLC28A1 ; SLC29A2 ; SLC28A3|protein ; protein ; protein ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter|1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00443|Betamethasone|378-44-9|[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C|1.93|1.68|5.05e-02 g/l|12.42|-3.3|b'Betamethasone'|small molecule|1|0|0|0|0|0|BE0000794 ; BE0002638 ; BE0002090 ; BE0002362 ; BE0001032|NR3C1 ; CYP3A4 ; CYP19A1 ; CYP3A5 ; ABCB1|protein ; enzyme ; enzyme ; enzyme ; transporter|0 ; 0 ; 0 ; 0 ; 0|1 ; 1 ; 1 ; 1 ; 0
DB00444|Teniposide|29767-20-2|[H][C@]12COC(=O)[C@]1([H])[C@]([H])(C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@]2([H])O[C@]1([H])O[C@]2([H])CO[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]1([H])O)C1=CC=CS1|2.78|2.78|5.98e-02 g/l|9.33|-3.7|b'Teniposide'|small molecule|1|0|0|0|0|0|BE0000742 ; BE0002638 ; BE0002793 ; BE0003536 ; BE0002362 ; BE0003640 ; BE0001067|TOP2A ; CYP3A4 ; CYP2C9 ; CYP2C19 ; CYP3A5 ; ABCC6 ; ABCG2|protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter|1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00445|Epirubicin|56420-45-2|COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O|1.41|0.92|1.18e+00 g/l|9.53|8.94|b'Epirubicin'|small molecule|1|0|0|0|0|0|BE0000531 ; BE0000742 ; BE0003679 ; BE0000657 ; BE0000785|CHD1 ; TOP2A ; UGT2B7 ; PLA2G4A ; ABCC1|protein ; protein ; enzyme ; enzyme ; transporter|0 ; 1 ; 0 ; 1 ; 0|0 ; 0 ; 0 ; 0 ; 0
DB00446|Chloramphenicol|56-75-7|OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O|1.15|0.88|4.61e-01 g/l|7.49|-2.8|b'Chloramphenicol'|small molecule|1|0|0|0|0|0|BE0000929 ; BE0002638 ; BE0002362 ; BE0003612 ; BE0003536 ; BE0001066|CD55 ; CYP3A4 ; CYP3A5 ; CYP3A7 ; CYP2C19 ; SLC22A6|protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter|0 ; 1 ; 1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00447|Loracarbef|76470-66-1|N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1|0.55|-2.4|3.25e-01 g/l|3.13|7.44|b'Loracarbef'|small molecule|1|0|0|1|0|1|BE0001018 ; BE0001134|SLC15A1 ; SLC15A2|transporter ; transporter|1 ; 1|0 ; 0
DB00448|Lansoprazole|103577-45-3|CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1|2.84|3.03|2.50e-01 g/l|9.35|4.16|b'Lansoprazole'|small molecule|1|0|0|1|0|0|BE0000349 ; BE0003474 ; BE0003543 ; BE0001111 ; BE0002887 ; BE0002793 ; BE0003611 ; BE0002363 ; BE0002638 ; BE0003536 ; BE0001067 ; BE0001032 ; BE0003645 ; BE0003648 ; BE0003647 ; BE0003650|ATP4A ; MAPT ; CYP1A1 ; CYP1B1 ; CYP2C8 ; CYP2C9 ; CYP2C18 ; CYP2D6 ; CYP3A4 ; CYP2C19 ; ABCG2 ; ABCB1 ; SLC22A8 ; SLC22A1 ; SLC22A2 ; SLC22A3|protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter|1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0|0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00449|Dipivefrin|52365-63-6|CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1|3.17|3.71|5.82e-02 g/l|14|9.33|b'Dipivefrin'|small molecule|1|0|0|0|0|0|BE0000501 ; BE0000289 ; BE0000694 ; BE0002180 ; BE0000426|ADRA1A ; ADRA2A ; ADRB2 ; BCHE ; ACHE|protein ; protein ; protein ; protein ; protein|0 ; 0 ; 0 ; 0 ; 1|1 ; 1 ; 1 ; 0 ; 0
DB00450|Droperidol|548-73-2|FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12|3.93|3.01|9.66e-02 g/l|12.72|6.75|b'Droperidol'|small molecule|1|0|0|0|0|0|BE0000756 ; BE0000501|DRD2 ; ADRA1A|protein ; protein|0 ; 0|0 ; 0
DB00451|Levothyroxine|51-48-9|N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C(O)=O|1.15|3.73|8.98e-03 g/l|0.27|9.43|b'Levothyroxine'|small molecule|1|0|0|0|0|0|BE0000687 ; BE0000315 ; BE0003576 ; BE0001155 ; BE0002887 ; BE0003541 ; BE0001032 ; BE0003660 ; BE0000178 ; BE0001032 ; BE0003642 ; BE0001004 ; BE0003659 ; BE0003656 ; BE0003653 ; BE0000222 ; BE0001042|THRA ; THRB ; ITGAV ; ITGB3 ; CYP2C8 ; UGT1A1 ; ABCB1 ; SLCO1C1 ; SLC16A2 ; ABCB1 ; SLCO1A2 ; SLCO1B1 ; SLCO1B3 ; SLCO4A1 ; SLCO4C1 ; SLC7A5 ; SLCO2B1|protein ; protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 0 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 1|1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00452|Framycetin|119-04-0|NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O|-2.8|-8.4|6.47e+01 g/l|12.29|9.97|b'Framycetin'|small molecule|1|0|0|0|0|0|BE0000919|CXCR4|protein|0|0
DB00456|Cefalotin|153-61-7|[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C(O)=O|0.63|0.016|5.21e-02 g/l|3.63|-3.3|b'Cefalotin'|small molecule|1|0|0|1|0|0|BE0000106 ; BE0001018 ; BE0001134 ; BE0001066 ; BE0003645 ; BE0000879 ; BE0003646|SLC22A5 ; SLC15A1 ; SLC15A2 ; SLC22A6 ; SLC22A8 ; SLC22A11 ; SLC22A7|transporter ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter|1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00459|Acitretin|55079-83-9|COC1=C(C)C(C)=C(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)C(C)=C1|5.2|5.59|4.78e-04 g/l|5.01|-4.8|b'Acitretin'|small molecule|1|0|0|0|0|0|BE0000412 ; BE0000663 ; BE0000206 ; BE0000144 ; BE0000078 ; BE0000707 ; BE0000301|RXRA ; RARA ; RARB ; RARG ; RXRB ; RXRG ; RBP1|protein ; protein ; protein ; protein ; protein ; protein ; protein|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1
DB00461|Nabumetone|42924-53-8|COC1=CC2=C(C=C1)C=C(CCC(C)=O)C=C2|3.41|3.22|1.93e-03 g/l|19.59|-4.8|b'Nabumetone'|small molecule|1|0|0|0|0|0|BE0000262 ; BE0000017 ; BE0001075 ; BE0002433 ; BE0002793 ; BE0000329 ; BE0000126 ; BE0000622 ; BE0000438|PTGS2 ; PTGS1 ; MPO ; CYP1A2 ; CYP2C9 ; HSD11B1 ; AKR1C1 ; AKR1C2 ; AKR1C4|protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme|1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00462|Methscopolamine bromide|155-41-9|[Br-].[H][C@]12C[C@@H](C[C@@]([H])(C3OC13)[N+]2(C)C)OC(=O)[C@H](CO)C1=CC=CC=C1|-2|-3.3|1.32e-02 g/l|15.15|-2.7|b'Methscopolamine bromide'|small molecule|1|0|0|0|0|0|BE0000092 ; BE0000560 ; BE0000045|CHRM1 ; CHRM2 ; CHRM3|protein ; protein ; protein|0 ; 0 ; 0|0 ; 0 ; 0
DB00465|Ketorolac|74103-06-3|OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1|2.66|2.28|5.13e-01 g/l|3.84|-7.8|b'Ketorolac'|small molecule|1|0|0|0|0|0|BE0000262 ; BE0000017 ; BE0003679 ; BE0002887 ; BE0002793|PTGS2 ; PTGS1 ; UGT2B7 ; CYP2C8 ; CYP2C9|protein ; protein ; enzyme ; enzyme ; enzyme|1 ; 1 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0
DB00467|Enoxacin|74011-58-8|CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1|-0.97|-0.98|1.09e+00 g/l|5.5|8.59|b'Enoxacin'|small molecule|1|0|0|1|0|0|BE0000742 ; BE0002433|TOP2A ; CYP1A2|protein ; enzyme|1 ; 1|0 ; 0
DB00468|Quinine|130-95-0|[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12|2.82|2.51|3.34e-01 g/l|13.89|9.05|b'Quinine'|small molecule|1|0|0|0|0|0|BE0000866 ; BE0000415 ; BE0002362 ; BE0002433 ; BE0002887 ; BE0002793 ; BE0003536 ; BE0003533 ; BE0003612 ; BE0003543 ; BE0002638 ; BE0002363 ; BE0003647 ; BE0003648 ; BE0000106 ; BE0001032 ; BE0003642 ; BE0000757 ; BE0001004|GP9 ; KCNN4 ; CYP3A5 ; CYP1A2 ; CYP2C8 ; CYP2C9 ; CYP2C19 ; CYP2E1 ; CYP3A7 ; CYP1A1 ; CYP3A4 ; CYP2D6 ; SLC22A2 ; SLC22A1 ; SLC22A5 ; ABCB1 ; SLCO1A2 ; SLC22A4 ; SLCO1B1|protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter|0 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00469|Tenoxicam|59804-37-4|CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O|2.42|-0.12|2.57e-01 g/l|2.21|4.26|b'Tenoxicam'|small molecule|1|0|0|0|0|0|BE0000262 ; BE0000017 ; BE0002793 ; BE0003645|PTGS2 ; PTGS1 ; CYP2C9 ; SLC22A8|protein ; protein ; enzyme ; transporter|1 ; 1 ; 0 ; 1|0 ; 0 ; 0 ; 0
DB00470|Dronabinol|1972-08-3|[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1|7.29|5.94|2.63e-03 g/l|9.34|-4.9|b'Dronabinol'|small molecule|1|0|1|0|0|0|BE0000061 ; BE0000095 ; BE0002638 ; BE0002793 ; BE0000017 ; BE0001032 ; BE0001067|CNR1 ; CNR2 ; CYP3A4 ; CYP2C9 ; PTGS1 ; ABCB1 ; ABCG2|protein ; protein ; enzyme ; enzyme ; enzyme ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 0 ; 1 ; 1|1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0
DB00471|Montelukast|158966-92-8|OC(=O)CC1(CC1)CS[C@H](CCC1=CC=CC=C1C(O)(C)C)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1|7.25|8.49|8.20e-06 g/l|4.4|3.12|b'Montelukast'|small molecule|1|0|0|0|0|0|BE0000705 ; BE0000248 ; BE0002887 ; BE0002638 ; BE0002793 ; BE0000017 ; BE0003336 ; BE0001042|CYSLTR1 ; ALOX5 ; CYP2C8 ; CYP3A4 ; CYP2C9 ; PTGS1 ; CYP2A6 ; SLCO2B1|protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter|0 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00475|Chlordiazepoxide|58-25-3|CNC1=NC2=C(C=C(Cl)C=C2)C(C2=CC=CC=C2)=[N+]([O-])C1|2.01|0.19|1.99e-02 g/l|-2.7|7.06|b'Chlordiazepoxide'|small molecule|1|0|1|1|0|0|BE0004797|GABRA1|protein|0|0
DB00480|Lenalidomide|191732-72-6|NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O|-0.43|-0.71|2.33e+00 g/l|11.61|2.31|b'Lenalidomide'|small molecule|1|0|0|0|0|0|BE0004755 ; BE0003517 ; BE0003403 ; BE0000262 ; BE0001032|CRBN ; TNFSF11 ; CDH5 ; PTGS2 ; ABCB1|protein ; protein ; protein ; protein ; transporter|1 ; 1 ; 0 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0
DB00481|Raloxifene|84449-90-1|OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2|5.45|5.69|5.12e-04 g/l|8.89|7.95|b'Raloxifene'|small molecule|1|0|0|1|0|0|BE0000123 ; BE0000792 ; BE0008982 ; BE0008981 ; BE0003549 ; BE0002887 ; BE0003539 ; BE0002090 ; BE0002638 ; BE0003541 ; BE0003678 ; BE0003682 ; BE0001004 ; BE0003659 ; BE0001032 ; BE0001067 ; BE0001069 ; BE0001061 ; BE0001188|ESR1 ; ESR2 ; SERPINB9 ; TFF1 ; CYP2B6 ; CYP2C8 ; AOX1 ; CYP19A1 ; CYP3A4 ; UGT1A1 ; UGT1A10 ; UGT1A8 ; SLCO1B1 ; SLCO1B3 ; ABCB1 ; ABCG2 ; ABCC2 ; ABCC3 ; ABCC4|protein ; protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter ; transporter|0 ; 0 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0|1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00482|Celecoxib|169590-42-5|CC1=CC=C(C=C1)C1=CC(=NN1C1=CC=C(C=C1)S(N)(=O)=O)C(F)(F)F|3.99|4.01|5.03e-03 g/l|10.7|-0.42|b'Celecoxib'|small molecule|1|0|0|1|0|0|BE0000262 ; BE0001193 ; BE0000322 ; BE0003625 ; BE0009698 ; BE0002638 ; BE0002793 ; BE0002363 ; BE0002887 ; BE0001188 ; BE0000703 ; BE0001032 ; BE0001067|PTGS2 ; PDPK1 ; CA2 ; CA3 ; CDH11 ; CYP3A4 ; CYP2C9 ; CYP2D6 ; CYP2C8 ; ABCC4 ; ABCB11 ; ABCB1 ; ABCG2|protein ; protein ; protein ; protein ; protein ; enzyme ; enzyme ; enzyme ; enzyme ; transporter ; transporter ; transporter ; transporter|1 ; 1 ; 1 ; 1 ; 1 ; 0 ; 0 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0|0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
DB00485|Dicloxacillin|3116-76-5|[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O|3.19|2.91|2.96e-02 g/l|3.75|-0.71|b'Dicloxacillin'|small molecule|1|0|0|1|0|0|BE0002638 ; BE0001018 ; BE0001134|CYP3A4 ; SLC15A1 ; SLC15A2|enzyme ; transporter ; transporter|0 ; 1 ; 1|1 ; 0 ; 0
DB00486|Nabilone|51022-71-0|[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC|7.5|6.36|4.93e-04 g/l|9.33|-4.9|b'Nabilone'|small molecule|1|0|0|1|0|0|BE0000095 ; BE0000061 ; BE0003533 ; BE0002887 ; BE0002793|CNR2 ; CNR1 ; CYP2E1 ; CYP2C8 ; CYP2C9|protein ; protein ; enzyme ; enzyme ; enzyme|0 ; 0 ; 1 ; 1 ; 1|0 ; 0 ; 0 ; 0 ; 0
